id,name,transcription
9920,loosen,[ˈlu:sn]
9921,droop,[dru:p]
9922,willow,[ˈwɪləu]
9923,silverware,[ˈsɪlvəwɛə]
9924,recorder,[rɪˈkɔ:də]
9925,chum,[tʃʌm]
9926,pancakes,[ˈpænkeɪk]
9927,coconut,[ˈkəukənʌt]
9928,shavings,[ˈʃeɪvɪŋ]
9929,thoroughly,[ˈθʌrəlɪ]
9930,laundered,[ˈlɔ:ndə]
9931,aggregation,[ˌæɡrɪˈɡeɪʃən]
9932,agreements,[əˈɡri:mənt]
9933,caring,['keə(r)ɪŋ]
9934,scone,[skɔn]
9935,tasting,[teɪst]
9936,drama,[ˈdra:mə]
9937,dispense,[dɪsˈpens]
9938,banter,[ˈbæntə]
9939,overlords,[ˈəuvəlɔ:d]
9940,extraordinary,[ɪksˈtrɔ:dnrɪ]
9941,extraterrestrial,[ˌekstrətə'restrɪəl]
9942,acoustics,[əˈku:stɪks]
9943,revealed,[rɪˈvi:l]
9944,precipice,[ˈpresɪpɪs]
9945,brushing,
9946,buttering,[ˈbʌtə]
9947,mecca,['mekə]
9948,slides,[slaɪd]
9949,represents,
9950,spas,[spɑ:]
9951,steam,[sti:m]
9952,massage,[ˈmæsɑ:ʒ]
9953,licked,[lɪk]
9954,preparing,[prɪˈpɛə]
9955,gastrointestinal,[ˌgæstrəuɪn'testɪnl]
9956,roommates,[ˈru:mmeɪt]
9957,ramifications,[ˌræmɪfɪˈkeɪʃən]
9958,enlighten,[ɪnˈlaɪtn]
9959,nullified,[ˈnʌlɪfaɪ]
9960,sting,[stɪŋ]
9961,undies,[ˈʌndɪz]
9962,sneezing,[sni:z]
9963,gesundheit,
9964,allergy,[ˈælədʒɪ]
9965,pill,[pɪl]
9966,nonprescription,
9967,enthusiast,[ɪnˈθju:zɪæst]
9968,retches,[retʃ]
9969,hawks,[hɔ:k]
9970,spits,[spɪt]
9971,vomits,[ˈvɔmɪt]
9972,plague,[pleɪɡ]
9973,pour,[pɔ:]
9974,scrupulous,[ˈskru:pjuləs]
9975,regularly,['regjələlɪ]
9976,disinfect,[ˌdɪsɪnˈfekt]
9977,imperial,[ɪmˈpɪərɪəl]
9978,dramatic,[drəˈmætɪk]
9979,feared,[fɪə]
9980,blasting,[ˈblɑ:stɪŋ]
9981,nipples,[ˈnɪpl]
9982,calendars,[ˈkælɪndə]
9983,signing,[saɪn]
9984,sequel,[ˈsi:kwəl]
9985,autobiography,[ˌɔ:təubaɪˈɔɡrəfɪ]
9986,dermatologist,[ˌdə:məˈtɔlədʒɪst]
9987,foundations,[faunˈdeɪʃən]
9988,interstellar,[ˈɪntəˈstelə]
9989,surfboard,['sɜːfbɔːd]
9990,scanning,[ˈskænɪŋ]
9991,pointer,[ˈpɔɪntə]
9992,taught,[ti:tʃ]
9993,mystery,[ˈmɪstərɪ]
9994,possessor,[pəˈzesə]
9995,artifact,['ɑːtɪfækt]
9996,fandom,['fændəm]
9997,unopened,[ʌn'əup(ə)nd]
9998,paychecks,
9999,municipal,[mju:ˈnɪsɪpəl]
10000,flags,[flæɡ]
10001,courthouse,[ˈkɔ:tˈhaus]
10002,bothers,[ˈbɔðə]
10003,summons,[ˈsʌmənz]
10004,bearing,[ˈbɛərɪŋ]
10005,islands,[ˈaɪlənd]
10006,rescuing,[ˈreskju:]
10007,clang,[klæŋ]
10008,reimburse,[ˌri:ɪmˈbə:s]
10009,jail,[dʒeɪl]
10010,supporting,[səˈpɔ:tɪŋ]
10011,precedents,[ˈpresɪdənt]
10012,victorious,[vɪkˈtɔ:rɪəs]
10013,beside,[bɪˈsaɪd]
10014,forsaken,[fəˈseɪk]
10015,eyewitness,[ˈaɪˈwɪtnɪs]
10016,juicy,[ˈdʒu:sɪ]
10017,scrawled,[skrɔ:l]
10018,liberty,[ˈlɪbətɪ]
10019,scripting,[skrɪpt]
10020,cannon,[ˈkænən]
10021,vernacular,[vəˈnækjulə]
10022,deterministic,[dɪˌtɜːmɪ'nɪstɪk]
10023,homespun,[ˈhəumspʌn]
10024,compliments,['kɔmplɪmənt]
10025,teardrop,[ˈtɪədrɔp]
10026,cashier,[kæˈʃɪə]
10027,appearing,[əˈpɪə]
10028,advise,[ədˈvaɪz]
10029,rests,[rest]
10030,instructed,[ɪnˈstrʌkt]
10031,doctrine,[ˈdɔktrɪn]
10032,est,
10033,amendment,[əˈmendmənt]
10034,accuser,[əˈkju:zə]
10035,nonhuman,
10036,entity,[ˈentɪtɪ]
10037,wit,[wɪt]
10038,improper,[ɪmˈprɔpə]
10039,instruction,[ɪnˈstrʌkʃən]
10040,preside,[prɪˈzaɪd]
10041,kiddie,
10042,contempt,[kənˈtempt]
10043,remark,[rɪ'mɑːk]
10044,insists,[ɪnˈsɪst]
10045,reed,[ri:d]
10046,wishing,[wɪʃ]
10047,excelsior,[ekˈselsɪɔ:]
10048,fined,[faɪn]
10049,autographs,[ˈɔ:təɡrɑ:f]
10050,befallen,[bɪˈfɔ:l]
10051,stood,[stænd]
10052,extorting,[ɪksˈtɔ:t]
10053,curb,[kə:b]
10054,rang,[rɪŋ]
10055,uninvited,[ˌʌnɪn'vaɪtɪd]
10056,fanboys,
10057,anytime,[ˈenɪtaɪm]
10058,daredevil,[ˈdɛəˌdevl]
10059,invincible,[ɪnˈvɪnsəbl]
10060,hogan,
10061,curt,[kə:t]
10062,fin,[fɪn]
10063,fang,[fæŋ]
10064,restraining,[rɪsˈtreɪn]
10065,ragtag,[ˈræɡtæɡ]
10066,lovable,[ˈlʌvəbl]
10067,struggles,[ˈstrʌɡl]
10068,beanstalk,['biːnstɔːk]
10069,roughage,[ˈrʌfɪdʒ]
10070,jaw,[dʒɔ:]
10071,slime,[slaɪm]
10072,strained,[streɪnd]
10073,elvish,[ˈelvɪʃ]
10074,engraving,[ɪnˈɡreɪvɪŋ]
10075,darkness,[ˈdɑ:knɪs]
10076,brine,[braɪn]
10077,herbs,[hə:b]
10078,spices,[spaɪs]
10079,blueberry,[ˈblu:bərɪ]
10080,anchovy,[ˈæntʃəvɪ]
10081,oyster,[ˈɔɪstə]
10082,seedy,[ˈsi:dɪ]
10083,lieutenant,[lefˈtenənt]
10084,forged,[fɔ:dʒ]
10085,exhaustion,[ɪɡˈzɔ:stʃən]
10086,amusement,[əˈmju:zmənt]
10087,markings,[ˈmɑ:kɪŋ]
10088,maritime,[ˈmærɪtaɪm]
10089,salvage,[ˈsælvɪdʒ]
10090,finder,[ˈfaɪndə]
10091,sunken,[ˈsʌŋkən]
10092,underground,['ʌndəgraund]
10093,jet,[dʒet]
10094,skis,[ski:]
10095,reenact,
10096,hobbits,
10097,blackmailing,[ˈblækmeɪl]
10098,unguarded,[ʌn'gɑːdɪd]
10099,proof,[pru:f]
10100,stale,[steɪl]
10101,brooch,[brəutʃ]
10102,smuggled,[ˈsmʌɡl]
10103,assaults,[əˈsɔ:lt]
10104,reabsorb,
10105,mole,[məul]
10106,yearly,['jɪəlɪ]
10107,realization,[ˌrɪəlaɪˈzeɪʃən]
10108,attorney,[əˈtə:nɪ]
10109,hardball,[ˌhɑːd'bɔːl]
10110,awe,[ɔ:]
10111,surroundings,[səˈraundɪŋz]
10112,urinating,[ˈjuərɪneɪt]
10113,resistance,[rɪˈzɪstəns]
10114,futile,[ˈfju:taɪl]
10115,patience,[ˈpeɪʃəns]
10116,seasons,[ˈsi:zn]
10117,jingle,[ˈdʒɪŋɡl]
10118,decides,[dɪˈsaɪd]
10119,fate,[feɪt]
10120,gentile,[ˈdʒentaɪl]
10121,breastfeed,['brestfiːd]
10122,boobies,[ˈbu:bɪ]
10123,illusions,[ɪˈlu:ʒən]
10124,religiously,[rɪ'lɪʤəslɪ]
10125,fanatical,[fə'nætɪk(ə)l]
10126,sultry,[ˈsʌltrɪ]
10127,waterfalls,[ˈwɔ:təfɔ:l]
10128,babbling,['bæblɪŋ]
10129,brooks,[bruk]
10130,subliminal,[sʌbˈlɪmɪnl]
10131,messaging,[ˈmesɪdʒ]
10132,dripping,[ˈdrɪpɪŋ]
10133,faucets,[ˈfɔ:sɪt]
10134,leaky,[ˈli:kɪ]
10135,gutter,[ˈɡʌtə]
10136,peeing,
10137,suede,[sweɪd]
10138,precious,[ˈpreʃəs]
10139,ponytails,[ˈpəunɪteɪl]
10140,amazes,[əˈmeɪz]
10141,obsess,[əbˈses]
10142,administration,[ədˌmɪnɪsˈtreɪʃən]
10143,chancellor,[ˈtʃɑ:nsələ]
10144,preening,[pri:n]
10145,honoring,[ˈɔnəˌ]
10146,astonishing,[əsˈtɔnɪʃɪŋ]
10147,deserves,[dɪˈzə:v]
10148,misspoke,[mɪs'spəuk]
10149,conduct,[kənˈdʌkt]
10150,boost,[bu:st]
10151,whooshes,
10152,spear,[spɪə]
10153,congratulatory,[kənˈɡrætjulətərɪ]
10154,arrow,[ˈærəu]
10155,speeches,[spi:tʃ]
10156,crowds,[kraud]
10157,trample,[ˈtræmpl]
10158,adults,[ˈædʌlt]
10159,sneezed,[sni:z]
10160,accepting,[əkˈsept]
10161,fright,[fraɪt]
10162,terrified,[ˈterɪfaɪ]
10163,haystack,[ˈheɪstæk]
10164,hillbilly,[ˈhɪlˌbɪlɪ]
10165,highest,[haɪ]
10166,podium,[ˈpəudɪəm]
10167,blurry,['blɜːrɪ]
10168,youngsters,[ˈjʌŋstə]
10169,qualifies,[ˈkwɔlɪfaɪ]
10170,regarded,[rɪˈɡɑ:d]
10171,therapy,[ˈθerəpɪ]
10172,accused,[əˈkju:z]
10173,breast,[brest]
10174,dazzle,[ˈdæzl]
10175,pretense,[prɪˈtens]
10176,tranquil,[ˈtræŋkwɪl]
10177,exercises,[ˈeksəsaɪz]
10178,gurus,
10179,fears,[fɪə]
10180,towers,['tauə]
10181,stadium,[ˈsteɪdjəm]
10182,guided,[ɡaɪd]
10183,nippy,[ˈnɪpɪ]
10184,downtown,[ˈdauntaun]
10185,cardigan,[ˈkɑ:dɪɡən]
10186,mayor,[mɛə]
10187,suspected,[səsˈpɛkt]
10188,ballroom,[ˈbɔ:lrum]
10189,skirt,[skə:t]
10190,outlook,[ˈautluk]
10191,psychotherapy,[ˌsaɪkə'θerəpɪ]
10192,riverboat,
10193,jungles,
10194,subconscious,[ˈsʌbˈkɔnʃəs]
10195,bologna,[bə'ləunɪ]
10196,inkblot,
10197,hypodermic,[ˌhaɪpəuˈdə:mɪk]
10198,accolades,[ækəuleɪd]
10199,recycle,[ˌriː'saɪk(ə)l]
10200,inferiority,[ɪnˌfɪərɪˈɔrɪtɪ]
10201,ribbon,[ˈrɪbən]
10202,rehash,[riː'hæʃ]
10203,aria,[ˈɑ:rɪə]
10204,sprout,[spraut]
10205,sniffling,
10206,applause,[əˈplɔ:z]
10207,digress,[daɪˈɡres]
10208,dizzy,[ˈdɪzɪ]
10209,faint,[feɪnt]
10210,defective,[dɪˈfektɪv]
10211,nurtures,[ˈnə:tʃə]
10212,nurturing,[ˈnə:tʃə]
10213,inches,[ɪntʃ]
10214,algebraic,[ˌældʒɪˈbreɪɪk]
10215,topology,
10216,neutron,[ˈnju:trɔn]
10217,bartender,[ˈbɑ:ˌtendə]
10218,metabolizing,
10219,expelling,[ɪksˈpel]
10220,dioxide,[daɪ'ɔksaɪd]
10221,dignitaries,[ˈdɪɡnɪtərɪ]
10222,geology,[dʒɪˈɔlədʒɪ]
10223,granite,[ˈɡrænɪt]
10224,geologists,[dʒɪˈɔlədʒɪst]
10225,antimony,[ˈæntɪmənɪ]
10226,arsenic,[ˈɑ:snɪk]
10227,selenium,[sɪˈli:njəm]
10228,rhenium,[ˈri:nɪəm]
10229,nickel,[ˈnɪkl]
10230,neodymium,[ˌniːəu'dɪmɪəm]
10231,neptunium,[nepˈtju:njəm]
10232,germanium,[dʒə:ˈmeɪnɪəm]
10233,americium,[ˌæmə'rɪsɪəm]
10234,ruthenium,[ru:ˈθi:njəm]
10235,zirconium,[zə:ˈkəunjəm]
10236,lutetium,[l(j)uː'tiːʃəm]
10237,vanadium,[vəˈneɪdjəm]
10238,lanthanum,[ˈlænθənəm]
10239,osmium,[ˈɔzmɪəm]
10240,astatine,['æstətiːn]
10241,limits,[ˈlɪmɪt]
10242,astronomers,[əsˈtrɔnəmə]
10243,quoted,
10244,mode,[məud]
10245,crushed,[krʌʃ]
10246,ranking,[ræŋk]
10247,modes,[məud]
10248,hover,[ˈhɔvə]
10249,monthly,[ˈmʌnθlɪ]
10250,weepy,[ˈwi:pɪ]
10251,respiratory,[rɪsˈpaɪərətərɪ]
10252,mammals,[ˈmæməl]
10253,scrotal,
10254,controversial,[ˌkɔntrəˈvə:ʃəl]
10255,opinions,[əˈpɪnjən]
10256,douches,[du:ʃ]
10257,romeo,['rəumɪəu]
10258,maple,[ˈmeɪpl]
10259,creeping,[ˈkri:pɪŋ]
10260,bowls,[bəul]
10261,waxing,
10262,pleasuring,
10263,reminder,[rɪˈmaɪndə]
10264,creamed,[kri:m]
10265,femininity,[ˌfemɪˈnɪnɪtɪ]
10266,reserve,[rɪ'zɜːv]
10267,butch,[buʧ]
10268,lanes,[leɪn]
10269,albino,[ælˈbi:nəu]
10270,substitute,[ˈsʌbstɪtju:t]
10271,explorer,[ɪksˈplɔ:rə]
10272,grudge,[ɡrʌdʒ]
10273,congeniality,[kənˌdʒi:nɪˈælɪtɪ]
10274,pageant,[ˈpædʒənt]
10275,tout,[taut]
10276,modest,[ˈmɔdɪst]
10277,elixir,[ɪˈlɪksə]
10278,fry,[fraɪ]
10279,guessed,[ɡes]
10280,familiarizing,[fəˈmɪljəraɪz]
10281,crises,[ˈkraɪsɪs]
10282,departure,[dɪˈpɑ:tʃə]
10283,dastardly,[ˈdæstədlɪ]
10284,ringer,[ˈrɪŋə]
10285,dire,[ˈdaɪə]
10286,engineered,[ˌendʒɪˈnɪə]
10287,rematch,['riːmæʧ]
10288,snarky,['snɑːkɪ]
10289,mended,[mend]
10290,swept,[swept]
10291,rug,[rʌɡ]
10292,eavesdropping,[ˈi:vzdrɔp]
10293,stake,[steɪk]
10294,bowlers,[ˈbəulə]
10295,crushers,[ˈkrʌʃə]
10296,blindingly,
10297,appropriating,[ə'prəuprɪət]
10298,crushing,[ˈkrʌʃɪŋ]
10299,expounding,[ɪksˈpaund]
10300,wiping,
10301,bowler,[ˈbəulə]
10302,loathe,[ləuð]
10303,embrace,[ɪmˈbreɪs]
10304,tony,['təunɪ]
10305,maria,['mɑːrɪə]
10306,overthink,
10307,chanting,[tʃɑ:nt]
10308,patched,[pætʃ]
10309,strung,[strɪŋ]
10310,misery,[ˈmɪzərɪ]
10311,kinder,
10312,smug,[smʌg]
10313,concentrate,[ˈkɔnsəntreɪt]
10314,pressuring,[ˈpreʃə]
10315,looser,[lu:s]
10316,collect,[kə'lekt]
10317,empowered,[ɪmˈpauə]
10318,vain,[veɪn]
10319,fornication,[ˌfɔ:nɪˈkeɪʃən]
10320,overtones,[ˈəuvətəun]
10321,continuum,[kən'tɪnjuəm]
10322,smelling,[smel]
10323,marinara,
10324,cooking,[kuk]
10325,uncool,
10326,whining,
10327,gizmo,['gɪzməu]
10328,gusto,[ˈɡʌstəu]
10329,shortly,[ˈʃɔ:tlɪ]
10330,eighteen,[ˈeɪˈti:n]
10331,flapping,[flæp]
10332,manatee,[ˌmænəˈti:]
10333,scoop,[sku:p]
10334,thirsty,[ˈθə:stɪ]
10335,aids,
10336,digestion,[dɪˈdʒestʃən]
10337,suspicious,[səsˈpɪʃəs]
10338,rumples,[ˈrʌmpl]
10339,scoot,[sku:t]
10340,growling,[ɡraul]
10341,downloaded,
10342,pornography,[pɔ:ˈnɔɡrəfɪ]
10343,grind,[ɡraɪnd]
10344,manner,[ˈmænə]
10345,suspicion,[səsˈpɪʃən]
10346,flares,[flɛə]
10347,threats,[θret]
10348,hound,[haund]
10349,tangential,[tænˈdʒenʃəl]
10350,allegiance,[əˈli:dʒəns]
10351,comrades,[ˈkɔmrɪd]
10352,rephrased,
10353,offending,[ə'fendɪŋ]
10354,achieving,[əˈtʃi:v]
10355,unjustified,[ʌn'ʤʌstɪfaɪd]
10356,butchered,[ˈbutʃə]
10357,elastic,[ɪˈlæstɪk]
10358,twisted,[twɪst]
10359,smother,[ˈsmʌðə]
10360,goofing,[ɡu:f]
10361,sneezes,[sni:z]
10362,salads,[ˈsæləd]
10363,buckled,[ˈbʌkl]
10364,banned,[bæn]
10365,helper,[ˈhelpə]
10366,kidnapping,[ˈkɪdnæp]
10367,genuine,[ˈdʒenjuɪn]
10368,mask,[mɑ:sk]
10369,corresponding,[ˌkɔrɪsˈpɔndɪŋ]
10370,gravitational,[ˌgrævɪ'teɪʃ(ə)n(ə)l]
10371,signatures,[ˈsɪɡnɪtʃə]
10372,renowned,[rɪˈnaund]
10373,hotels,[həuˈtel]
10374,linens,[ˈlɪnɪn]
10375,shaped,[ʃeɪpt]
10376,unassigned,
10377,spaced,[speɪs]
10378,prophylactic,[ˌprɔfɪˈlæktɪk]
10379,antibiotics,[ˈæntɪbaɪˈɔtɪk]
10380,maxi,[ˈmæksɪ]
10381,pads,[pæd]
10382,functional,[ˈfʌŋkʃənl]
10383,hype,[haɪp]
10384,frustratingly,
10385,uninformed,[ˈʌnɪnˈfɔ:md]
10386,pantyhose,['pæntɪhəuz]
10387,chews,[tʃu:]
10388,regulate,[ˈreɡjuleɪt]
10389,flabbergast,[ˈflæbəɡɑ:st]
10390,flabbergasted,[ˈflæbəɡɑ:st]
10391,puzzled,[ˈpʌzl]
10392,cosmology,[kɔzˈmɔlədʒɪ]
10393,sales,[seɪl]
10394,styles,[staɪl]
10395,gossip,[ˈɡɔsɪp]
10396,brad,[bræd]
10397,biographer,[baɪˈɔɡrəfə]
10398,coordinates,[kəu'ɔːdɪnət]
10399,duh,[də]
10400,misappropriating,[ˈmɪsəˈprəuprɪeɪt]
10401,conventional,[kənˈvenʃənl]
10402,philosophical,[ˌfɪləˈsɔfɪkəl]
10403,bent,[bent]
10404,browse,[brauz]
10405,nightstand,
10406,misbegotten,[ˈmɪsbɪˌɡɔtn]
10407,headphones,[ˈhedfəun]
10408,earpieces,
10409,wipes,[waɪp]
10410,nighttime,[ˈnaɪttaɪm]
10411,emailed,
10412,laminated,[ˈlæmɪneɪtɪd]
10413,route,[ru:t]
10414,apocalypse,[əˈpɔkəlɪps]
10415,ladder,[ˈlædə]
10416,pulsating,[pʌlʌˈseɪt]
10417,discrepancies,[dɪsˈkrepənsɪ]
10418,vocal,[ˈvəukəl]
10419,giggle,[ˈɡɪɡl]
10420,sanitized,[ˈsænɪtaɪz]
10421,smartypants,
10422,exploit,[ɪksˈplɔɪt]
10423,gasoline,[ˈɡæsəuli:n]
10424,combustion,[kəmˈbʌstʃən]
10425,recommending,[ˌrekəˈmend]
10426,tripped,[trɪp]
10427,peel,[pi:l]
10428,betraying,[bɪˈtreɪ]
10429,medicine,[ˈmedsɪn]
10430,pigeon,[ˈpɪdʒɪn]
10431,windowsill,[ˈwɪndəusɪl]
10432,capture,[ˈkæptʃə]
10433,tuckered,
10434,parrot,[ˈpærət]
10435,dungeon,[ˈdʌndʒən]
10436,deliveryman,
10437,pardon,[ˈpɑ:dn]
10438,shaky,[ˈʃeɪkɪ]
10439,landlord,[ˈlænlɔ:d]
10440,penthouse,[ˈpenthaus]
10441,forum,[ˈfɔ:rəm]
10442,commits,[kəˈmɪt]
10443,kettle,[ˈketl]
10444,naive,[nɑ:ˈi:v]
10445,deranged,[dɪˈreɪndʒd]
10446,retrospect,[ˈretrəuspekt]
10447,radon,[ˈreɪdɔn]
10448,conditional,[kənˈdɪʃənl]
10449,barriers,[ˈbærɪə]
10450,daunting,['dɔːntɪŋ]
10451,relation,[rɪˈleɪʃən]
10452,allowing,[əˈlau]
10453,immerse,[ɪˈmə:s]
10454,assign,[əˈsaɪn]
10455,priority,[praɪˈɔrɪtɪ]
10456,locating,[ləuˈkeɪt]
10457,sustainable,[sə'steɪnəbl]
10458,reestablishing,[ˈri:ɪsˈtæblɪʃ]
10459,functioning,[ˈfʌnŋkʃən]
10460,procreation,[ˌprəukrɪˈeɪʃən]
10461,preserving,[prɪˈzə:v]
10462,procreating,
10463,cocky,[ˈkɔkɪ]
10464,evacuate,[ɪˈvækjueɪt]
10465,repaint,
10466,reserved,[rɪ'zɜːv]
10467,miscellany,[mɪˈselənɪ]
10468,azure,[ˈæʒə]
10469,paragraph,[ˈpærəɡrɑ:f]
10470,impending,[ɪm'pendɪŋ]
10471,fuels,[fjuəl]
10472,allocate,[ˈæləukeɪt]
10473,cubic,[ˈkju:bɪk]
10474,hoisted,[hɔɪst]
10475,theirs,[ðɛəz]
10476,ties,[taɪ]
10477,dickey,[ˈdɪkɪ]
10478,syntax,[ˈsɪntæks]
10479,mach,[ˈmɑ:k]
10480,fuel,[fjuəl]
10481,combustible,[kəmˈbʌstəbl]
10482,gel,[dʒel]
10483,thrust,[θrʌst]
10484,flights,[flaɪt]
10485,volunteer,[ˌvɔlənˈtɪə]
10486,dialogue,[ˈdaɪəlɔɡ]
10487,offends,[əˈfend]
10488,feigns,[feɪn]
10489,equatorial,[ˌekwəˈtɔ:rɪəl]
10490,tranquility,[træŋ'kwɪlətɪ]
10491,inventing,[ɪnˈvent]
10492,peep,[pi:p]
10493,lunar,[ˈlu:nə]
10494,ranging,
10495,qualify,[ˈkwɔlɪfaɪ]
10496,geographic,[dʒɪəˈɡræfɪk]
10497,beams,[bi:m]
10498,parabolic,[ˌpærəˈbɔlɪk]
10499,reflector,[rɪˈflektə]
10500,menus,[ˈmenju:]
10501,theoretic,[θɪəˈretɪk]
10502,fondest,[fɔnd]
10503,resultant,[rɪˈzʌltənt]
10504,positioned,[pəˈzɪʃən]
10505,reflectors,[rɪˈflektə]
10506,stun,[stʌn]
10507,photons,[ˈfəutɔn]
10508,definitively,[dɪ'fɪnɪtɪvlɪ]
10509,whores,[hɔ:]
10510,restate,[ˈri:ˈsteɪt]
10511,olden,[ˈəuldən]
10512,necessity,[nɪˈsesɪtɪ]
10513,develops,[dɪˈveləp]
10514,incidentally,[ˌɪnsɪˈdentlɪ]
10515,ineffective,[ˌɪnɪˈfektɪv]
10516,occasions,[əˈkeɪʒən]
10517,toasted,[təust]
10518,seventeen,[ˈsevnˈti:n]
10519,presume,[prɪˈzju:m]
10520,perspective,[pəˈspektɪv]
10521,believing,
10522,bummer,[ˈbʌmə]
10523,imprinted,['ɪmprɪnt]
10524,wham,[(h)wæm]
10525,matched,[mætʃ]
10526,stammering,[ˈstæmə]
10527,confuses,[kənˈfju:z]
10528,defines,[dɪˈfaɪn]
10529,fills,[fɪl]
10530,presorting,
10531,tomfoolery,[tɔmˈfu:lərɪ]
10532,vital,[ˈvaɪtl]
10533,matchmaking,[ˈmætʃˌmeɪkɪŋ]
10534,secrets,[ˈsi:krɪt]
10535,lust,[lʌst]
10536,whimsy,[ˈwɪmzɪ]
10537,bluffing,[blʌf]
10538,curse,[kə:s]
10539,gloat,[ɡləut]
10540,haughty,[ˈhɔ:tɪ]
10541,unsupportable,
10542,blackmailed,[ˈblækmeɪl]
10543,aversion,[əˈvə:ʃən]
10544,soiled,[sɔɪl]
10545,hosiery,[ˈhəuzɪərɪ]
10546,deity,['deɪɪtɪ]
10547,baffled,[ˈbæfl]
10548,attendance,[əˈtendəns]
10549,tepid,[ˈtepɪd]
10550,jason,['ʤeɪ(ə)n]
10551,julia,['ʤuːlɪə]
10552,translating,[trænsˈleɪt]
10553,dive,[daɪv]
10554,fluently,[ˈflu:əntlɪ]
10555,translation,[trænsˈleɪʃən]
10556,unnatural,[ʌnˈnætʃrəl]
10557,pausing,[pɔ:z]
10558,smoothly,['smuːðlɪ]
10559,improve,[ɪmˈpru:v]
10560,pronunciation,[prəˌnʌnsɪˈeɪʃən]
10561,summarize,[ˈsʌməraɪz]
10562,grammar,[ˈɡræmə]
10563,imperfect,[ɪmˈpə:fɪkt]
10564,perfection,[pəˈfekʃən]
10565,classroom,[ˈklɑ:srum]
10566,immersion,[ɪˈmə:ʃən]
10567,recap,['riːkæp]
10568,overthinking,
10569,stepbystep,
10570,learners,[ˈlə:nə]
10571,everyday,[ˈevrɪdeɪ]
10572,sunny,[ˈsʌnɪ]
10573,gamechanger,
10574,eager,[ˈi:ɡə]
10575,connects,[kəˈnekt]
10576,vocabulary,[vəuˈkæbjulərɪ]
10577,inner,[ˈɪnə]
10578,podcasts,
10579,automatically,[ˌɔːtə'mætɪk(ə)lɪ]
10580,consistently,[kən'sɪst(ə)ntlɪ]
10581,monday,['mʌndeɪˌ 'mʌndɪ]
10582,aloud,[əˈlaud]
10583,automatic,[ˌɔ:təˈmætɪk]
10584,motivated,[ˈməutɪveɪt]
10585,consistent,[kənˈsɪstənt]
10586,patient,[ˈpeɪʃənt]
10587,englishto,
10588,frustrate,[frʌsˈtreɪt]
10589,mindset,
10590,classmate,[ˈklɑ:smeɪt]
10591,tuition,[tju:ˈɪʃən]
10592,blazing,[ˈbleɪzɪŋ]
10593,infest,[ɪnˈfest]
10594,bruiser,[ˈbru:zə]
10595,technician,[tekˈnɪʃən]
10596,shark,[ʃɑ:k]
10597,prince,[prɪns]
10598,vouch,[vautʃ]
10599,salaried,['sæl(ə)rɪd]
10600,associate,[ə'səusɪət]
10601,fee,[fi:]
10602,workshop,[ˈwə:kʃɔp]
10603,powered,[ˈpauə]
10604,limit,[ˈlɪmɪt]
10605,evict,[i:ˈvɪkt]
10606,sniff,[snɪf]
10607,armpit,[ˈɑ:mpɪt]
10608,leukemia,[ljuː'kiːmɪə]
10609,premium,[ˈpri:mjəm]
10610,debit,[ˈdebɪt]
10611,thrilling,[ˈθrɪlɪŋ]
10612,prior,[ˈpraɪə]
10613,vice,[vaɪs]
10614,expense,[ɪksˈpens]
10615,recovery,[rɪˈkʌvərɪ]
10616,birdie,[ˈbə:dɪ]
10617,chunk,[tʃʌŋk]
10618,tax,[tæks]
10619,gobbledygook,['gɔbldɪˌguːk]
10620,bond,[bɔnd]
10621,reverend,[ˈrevərənd]
10622,chandler,[ˈtʃɑ:ndlə]
10623,curly,[ˈkə:lɪ]
10624,gray,[ɡreɪ]
10625,convey,[kənˈveɪ]
10626,overhead,['əuvehed]
10627,hustler,[ˈhʌslə]
10628,grass,[ɡrɑ:s]
10629,reasonably,[ˈri:znəblɪ]
10630,assist,[əˈsɪst]
10631,chore,[tʃɔ:]
10632,hospitals,[ˈhɔspɪtl]
10633,precinct,[ˈpri:sɪŋkt]
10634,solicit,[səˈlɪsɪt]
10635,para,['pærə]
10636,wreck,[rek]
10637,terrify,[ˈterɪfaɪ]
10638,settlements,[ˈsetlmənt]
10639,dignity,['dɪgnətɪ]
10640,self,[self]
10641,lofty,[ˈlɔftɪ]
10642,refrain,[rɪˈfreɪn]
10643,blatant,[ˈbleɪtənt]
10644,marketplace,[ˈmɑ:kɪtpleɪs]
10645,plaintiff,[ˈpleɪntɪf]
10646,den,[den]
10647,spouse,[spauz]
10648,intoxicate,[ɪnˈtɔksɪkeɪt]
10649,agitate,[ˈædʒɪteɪt]
10650,colleen,['kɔliːn]
10651,bail,[beɪl]
10652,birdsong,
10653,inherit,[ɪnˈherɪt]
10654,mulch,[mʌltʃ]
10655,yard,[jɑ:d]
10656,holler,['hɔlə]
10657,courtroom,['kɔːtrum]
10658,rapist,['reɪpɪst]
10659,molester,
10660,litigation,[ˌlɪtɪˈɡeɪʃən]
10661,prospect,['prɔspekt]
10662,booklet,[ˈbuklɪt]
10663,proctor,[ˈprɔktə]
10664,miscarriage,[mɪsˈkærɪdʒ]
10665,gown,[ɡaun]
10666,grip,[ɡrɪp]
10667,restriction,[rɪsˈtrɪkʃən]
10668,herein,[ˈhɪərˈɪn]
10669,iced,[aɪs]
10670,settlement,[ˈsetlmənt]
